Domain,IP,Status
globus11-ext.nsls2.bnl.cn,170.33.12.185,Active
globus11-ext.nsls2.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
globus11-ext.nsls2.bnl.uk,"76.223.54.146, 13.248.169.48",Active
globus11-ext.nsls2.bnl.us,103.224.182.238,Active
globus11-ext.nsls2.bnl.in,86.111.242.221,Active
globus11-ext.nsls2.bnl.ru,45.130.41.107,Active
globus12-ext.nsls2.bnl.de,103.224.182.245,Active
globus12-ext.nsls2.bnl.net,64.237.52.187,Active
globus12-ext.nsls2.bnl.gov,192.203.218.91,Active
globus12-ext.nsls2.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
globus12-ext.nsls2.bnl.uk,"76.223.54.146, 13.248.169.48",Active
globus12-ext.nsls2.bnl.us,103.224.182.238,Active
globus12-ext.nsls2.bnl.in,86.111.242.221,Active
globus12-ext.nsls2.bnl.cn,170.33.12.185,Active
globus12-ext.nsls2.bnl.ru,45.130.41.107,Active
globus2-ext.nsls2.bnl.gov,192.203.218.77,Active
globus2-ext.nsls2.bnl.de,103.224.182.245,Active
globus2-ext.nsls2.bnl.net,64.237.52.187,Active
globus2-ext.nsls2.bnl.cn,170.33.12.185,Active
globus2-ext.nsls2.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
globus2-ext.nsls2.bnl.uk,"76.223.54.146, 13.248.169.48",Active
globus2-ext.nsls2.bnl.in,86.111.242.221,Active
globus2-ext.nsls2.bnl.us,103.224.182.238,Active
globus2-ext.nsls2.bnl.ru,45.130.41.107,Active
globus3-ext.nsls2.bnl.gov,192.203.218.78,Active
globus4-ext.nsls2.bnl.gov,192.203.218.79,Active
globus4-ext.nsls2.bnl.de,103.224.182.245,Active
globus4-ext.nsls2.bnl.net,64.237.52.187,Active
globus4-ext.nsls2.bnl.cn,170.33.12.185,Active
globus4-ext.nsls2.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
globus4-ext.nsls2.bnl.uk,"76.223.54.146, 13.248.169.48",Active
globus4-ext.nsls2.bnl.in,86.111.242.221,Active
globus4-ext.nsls2.bnl.us,103.224.182.238,Active
globus4-ext.nsls2.bnl.ru,45.130.41.107,Active
globus5-ext.nsls2.bnl.gov,192.203.218.80,Active
globus5-ext.nsls2.bnl.de,103.224.182.245,Active
globus5-ext.nsls2.bnl.net,64.237.52.187,Active
globus5-ext.nsls2.bnl.cn,170.33.12.185,Active
globus5-ext.nsls2.bnl.in,86.111.242.221,Active
globus5-ext.nsls2.bnl.uk,"13.248.169.48, 76.223.54.146",Active
globus5-ext.nsls2.bnl.us,103.224.182.238,Active
globus5-ext.nsls2.bnl.ru,45.130.41.107,Active
globus5-ext.nsls2.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
globus6-ext.nsls2.bnl.gov,192.203.218.81,Active
globus6-ext.nsls2.bnl.de,103.224.182.245,Active
globus6-ext.nsls2.bnl.net,64.237.52.187,Active
globus6-ext.nsls2.bnl.cn,170.33.12.185,Active
globus6-ext.nsls2.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
globus6-ext.nsls2.bnl.uk,"76.223.54.146, 13.248.169.48",Active
globus6-ext.nsls2.bnl.us,103.224.182.238,Active
globus6-ext.nsls2.bnl.in,86.111.242.221,Active
globus6-ext.nsls2.bnl.ru,45.130.41.107,Active
globus8-ext.nsls2.bnl.gov,192.203.218.87,Active
globus7-ext.nsls2.bnl.gov,192.203.218.86,Active
globus9-ext.nsls2.bnl.gov,192.203.218.88,Active
globus9-ext.nsls2.bnl.de,103.224.182.245,Active
globus9-ext.nsls2.bnl.net,64.237.52.187,Active
globus9-ext.nsls2.bnl.cn,170.33.12.185,Active
globus9-ext.nsls2.bnl.uk,"76.223.54.146, 13.248.169.48",Active
globus9-ext.nsls2.bnl.us,103.224.182.238,Active
globus9-ext.nsls2.bnl.in,86.111.242.221,Active
globus9-ext.nsls2.bnl.ru,45.130.41.107,Active
globus9-ext.nsls2.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
globustest01.sdcc.bnl.gov,198.125.208.31,Active
globustest01.sdcc.bnl.net,64.237.52.187,Active
globustest01.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
globustest01.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
globustest01.sdcc.bnl.in,86.111.242.221,Active
globustest01.sdcc.bnl.ru,45.130.41.107,Active
globustest01.sdcc.bnl.cn,170.33.12.185,Active
globustest01.sdcc.bnl.de,103.224.182.245,Active
globustest01.sdcc.bnl.us,103.224.182.238,Active
gpstime1.sdcc.bnl.gov,130.199.148.190,Active
gpstime1.sdcc.bnl.de,103.224.182.245,Active
gpstime1.sdcc.bnl.net,64.237.52.187,Active
gpstime1.sdcc.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
gpstime1.sdcc.bnl.cn,170.33.12.185,Active
gpstime1.sdcc.bnl.in,86.111.242.221,Active
gpstime1.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
gpstime1.sdcc.bnl.us,103.224.182.238,Active
gpstime1.sdcc.bnl.ru,45.130.41.107,Active
gridgk01.sdcc.bnl.gov,130.199.185.6,Active
gridgk03.sdcc.bnl.gov,130.199.185.164,Active
gridgk03.sdcc.bnl.de,103.224.182.245,Active
gridgk03.sdcc.bnl.cn,170.33.12.185,Active
gridgk03.sdcc.bnl.net,64.237.52.187,Active
gridgk03.sdcc.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
gridgk03.sdcc.bnl.in,86.111.242.221,Active
gridgk03.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
gridgk03.sdcc.bnl.us,103.224.182.238,Active
gridgk03.sdcc.bnl.ru,45.130.41.107,Active
gridgk04.sdcc.bnl.gov,130.199.185.165,Active
gridgk04.sdcc.bnl.de,103.224.182.245,Active
gridgk04.sdcc.bnl.net,64.237.52.187,Active
gridgk04.sdcc.bnl.cn,170.33.12.185,Active
gridgk04.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
gridgk04.sdcc.bnl.in,86.111.242.221,Active
gridgk04.sdcc.bnl.us,103.224.182.238,Active
gridgk04.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
gridgk04.sdcc.bnl.ru,45.130.41.107,Active
gridgk05.sdcc.bnl.gov,130.199.185.170,Active
gridgk05.sdcc.bnl.de,103.224.182.245,Active
gridgk05.sdcc.bnl.net,64.237.52.187,Active
gridgk05.sdcc.bnl.cn,170.33.12.185,Active
gridgk05.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
gridgk05.sdcc.bnl.in,86.111.242.221,Active
gridgk05.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
gridgk05.sdcc.bnl.us,103.224.182.238,Active
gridgk05.sdcc.bnl.ru,45.130.41.107,Active
gridgk06.sdcc.bnl.gov,130.199.185.214,Active
gridgk06.sdcc.bnl.de,103.224.182.245,Active
gridgk06.sdcc.bnl.net,64.237.52.187,Active
gridgk06.sdcc.bnl.cn,170.33.12.185,Active
gridgk06.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
gridgk06.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
gridgk06.sdcc.bnl.in,86.111.242.221,Active
gridgk06.sdcc.bnl.us,103.224.182.238,Active
gridgk06.sdcc.bnl.ru,45.130.41.107,Active
gridgk07.sdcc.bnl.net,64.237.52.187,Active
gridgk07.sdcc.bnl.gov,130.199.185.228,Active
gridgk07.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
gridgk07.sdcc.bnl.de,103.224.182.245,Active
gridgk07.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
gridgk07.sdcc.bnl.in,86.111.242.221,Active
gridgk07.sdcc.bnl.us,103.224.182.238,Active
gridgk07.sdcc.bnl.cn,170.33.12.185,Active
gridgk07.sdcc.bnl.ru,45.130.41.107,Active
gridgk08.sdcc.bnl.gov,130.199.185.91,Active
gridgk08.sdcc.bnl.de,103.224.182.245,Active
gridgk08.sdcc.bnl.net,64.237.52.187,Active
gridgk08.sdcc.bnl.cn,170.33.12.185,Active
gridgk08.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
gridgk08.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
gridgk08.sdcc.bnl.in,86.111.242.221,Active
gridgk08.sdcc.bnl.us,103.224.182.238,Active
gridgk08.sdcc.bnl.ru,45.130.41.107,Active
guest.bnl.de,103.224.182.245,Active
guest.bnl.cn,170.33.12.185,Active
guest.bnl.gov,"54.160.71.8, 13.219.6.124, 34.236.206.116, 23.22.144.44, 54.86.210.79, 98.83.235.92",Active
guest.bnl.net,64.237.52.187,Active
guest.bnl.uk,"13.248.169.48, 76.223.54.146",Active
guest.bnl.us,103.224.182.238,Active
guest.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
guest.bnl.in,86.111.242.221,Active
guest.bnl.ru,45.130.41.107,Active
guestcentral.bnl.de,103.224.182.245,Active
guestcentral.bnl.gov,"54.160.71.8, 13.219.6.124, 34.236.206.116, 23.22.144.44, 54.86.210.79, 98.83.235.92",Active
guestcentral.bnl.net,64.237.52.187,Active
guestcentral.bnl.uk,"76.223.54.146, 13.248.169.48",Active
guestcentral.bnl.us,103.224.182.238,Active
guestcentral.bnl.in,86.111.242.221,Active
guestcentral.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
guestcentral.bnl.cn,170.33.12.185,Active
guestcentral.bnl.ru,45.130.41.107,Active
guestservices.bnl.gov,"23.22.144.44, 54.160.71.8, 98.83.235.92, 13.219.6.124, 34.236.206.116, 54.86.210.79",Active
guestservices.bnl.de,103.224.182.245,Active
guestservices.bnl.cn,170.33.12.185,Active
guestservices.bnl.net,64.237.52.187,Active
guestservices.bnl.uk,"13.248.169.48, 76.223.54.146",Active
guestservices.bnl.in,86.111.242.221,Active
guestservices.bnl.us,103.224.182.238,Active
guestservices.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
guestservices.bnl.ru,45.130.41.107,Active
helios.em.bnl.gov,130.199.119.30,Active
helios.em.bnl.de,103.224.182.245,Active
helios.em.bnl.net,64.237.52.187,Active
helios.em.bnl.cn,170.33.12.185,Active
helios.em.bnl.uk,"13.248.169.48, 76.223.54.146",Active
helios.em.bnl.in,86.111.242.221,Active
helios.em.bnl.us,103.224.182.238,Active
helios.em.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
helios.em.bnl.ru,45.130.41.107,Active
hpsssdp2.rcf.bnl.gov,130.199.148.42,Active
hpsssdp2.rcf.bnl.net,64.237.52.187,Active
hpsssdp2.rcf.bnl.de,103.224.182.245,Active
hpsssdp2.rcf.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
hpsssdp2.rcf.bnl.uk,"76.223.54.146, 13.248.169.48",Active
hpsssdp2.rcf.bnl.us,103.224.182.238,Active
hpsssdp2.rcf.bnl.in,86.111.242.221,Active
hpsssdp2.rcf.bnl.cn,170.33.12.185,Active
hpsssdp2.rcf.bnl.ru,45.130.41.107,Active
hq2006.bnl.gov,"34.236.206.116, 54.160.71.8, 13.219.6.124, 98.83.235.92, 23.22.144.44, 54.86.210.79",Active
hq2010.bnl.de,103.224.182.245,Active
hq2010.bnl.gov,"98.83.235.92, 34.236.206.116, 54.86.210.79, 13.219.6.124, 23.22.144.44, 54.160.71.8",Active
hq2010.bnl.cn,170.33.12.185,Active
hq2010.bnl.net,64.237.52.187,Active
hq2010.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
hq2010.bnl.uk,"13.248.169.48, 76.223.54.146",Active
hq2010.bnl.us,103.224.182.238,Active
hq2010.bnl.in,86.111.242.221,Active
hq2012.bnl.net,64.237.52.187,Active
hq2012.bnl.gov,"98.83.235.92, 54.86.210.79, 13.219.6.124, 34.236.206.116, 23.22.144.44, 54.160.71.8",Active
hq2010.bnl.ru,45.130.41.107,Active
hq2012.bnl.de,103.224.182.245,Active
hq2012.bnl.uk,"13.248.169.48, 76.223.54.146",Active
hq2012.bnl.us,103.224.182.238,Active
hq2012.bnl.cn,170.33.12.185,Active
hq2012.bnl.in,86.111.242.221,Active
hq2012.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
hq2012.bnl.ru,45.130.41.107,Active
hq2014.bnl.gov,"54.160.71.8, 98.83.235.92, 34.236.206.116, 13.219.6.124, 54.86.210.79, 23.22.144.44",Active
hq2016.bnl.gov,"23.22.144.44, 98.83.235.92, 13.219.6.124, 54.160.71.8, 34.236.206.116, 54.86.210.79",Active
hq2016.bnl.net,64.237.52.187,Active
hq2016.bnl.de,103.224.182.245,Active
hq2016.bnl.uk,"76.223.54.146, 13.248.169.48",Active
hq2016.bnl.us,103.224.182.238,Active
hq2016.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
hq2016.bnl.in,86.111.242.221,Active
hq2016.bnl.ru,45.130.41.107,Active
hq2018.bnl.gov,"98.83.235.92, 34.236.206.116, 13.219.6.124, 23.22.144.44, 54.86.210.79, 54.160.71.8",Active
hq2016.bnl.cn,170.33.12.185,Active
hsrp.s3.bnl.gov,130.199.3.24,Active
hsrp.s3.bnl.de,103.224.182.245,Active
hsrp.s3.bnl.net,64.237.52.187,Active
hsrp.s3.bnl.cn,170.33.12.185,Active
hsrp.s3.bnl.uk,"76.223.54.146, 13.248.169.48",Active
hsrp.s3.bnl.in,86.111.242.221,Active
hsrp.s3.bnl.us,103.224.182.238,Active
hsrp.s3.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
hsrp.s3.bnl.ru,45.130.41.107,Active
hx.itd.bnl.gov,130.199.4.38,Active
hx.itd.bnl.de,103.224.182.245,Active
hx.itd.bnl.net,64.237.52.187,Active
hx.itd.bnl.cn,170.33.12.185,Active
hx.itd.bnl.uk,"76.223.54.146, 13.248.169.48",Active
hx.itd.bnl.us,103.224.182.238,Active
hx.itd.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
hx.itd.bnl.in,86.111.242.221,Active
hx.itd.bnl.ru,45.130.41.107,Active
iads2010.bnl.gov,130.199.145.2,Active
iads2010.bnl.de,103.224.182.245,Active
iads2010.bnl.net,64.237.52.187,Active
iads2010.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
iads2010.bnl.uk,"13.248.169.48, 76.223.54.146",Active
iads2010.bnl.us,103.224.182.238,Active
iads2010.bnl.cn,170.33.12.185,Active
iads2010.bnl.in,86.111.242.221,Active
iads2010.bnl.ru,45.130.41.107,Active
icalepcs2019.bnl.cn,170.33.12.185,Active
icalepcs2019.bnl.gov,130.199.96.83,Active
icalepcs2019.bnl.de,103.224.182.245,Active
icalepcs2019.bnl.net,64.237.52.187,Active
icalepcs2019.bnl.uk,"76.223.54.146, 13.248.169.48",Active
icalepcs2019.bnl.in,86.111.242.221,Active
icalepcs2019.bnl.us,103.224.182.238,Active
icalepcs2019.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
icalepcs2019.bnl.ru,45.130.41.107,Active
icalepcs2019m.bnl.gov,130.199.100.216,Active
icalepcs2019m.bnl.net,64.237.52.187,Active
icalepcs2019m.bnl.de,103.224.182.245,Active
icalepcs2019m.bnl.cn,170.33.12.185,Active
icalepcs2019m.bnl.us,103.224.182.238,Active
icalepcs2019m.bnl.uk,"76.223.54.146, 13.248.169.48",Active
icalepcs2019m.bnl.in,86.111.242.221,Active
icalepcs2019m.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
icalepcs2019m.bnl.ru,45.130.41.107,Active
idds01.sdcc.bnl.gov,192.153.161.14,Active
idds01.sdcc.bnl.de,103.224.182.245,Active
idds01.sdcc.bnl.cn,170.33.12.185,Active
idds01.sdcc.bnl.net,64.237.52.187,Active
idds01.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
idds01.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idds01.sdcc.bnl.in,86.111.242.221,Active
idds01.sdcc.bnl.us,103.224.182.238,Active
idds01.sdcc.bnl.ru,45.130.41.107,Active
idds02.sdcc.bnl.de,103.224.182.245,Active
idds02.sdcc.bnl.gov,192.153.161.15,Active
idds02.sdcc.bnl.cn,170.33.12.185,Active
idds02.sdcc.bnl.net,64.237.52.187,Active
idds02.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
idds02.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idds02.sdcc.bnl.in,86.111.242.221,Active
idds02.sdcc.bnl.us,103.224.182.238,Active
idds02.sdcc.bnl.ru,45.130.41.107,Active
idm01.sdcc.bnl.de,103.224.182.245,Active
idm01.sdcc.bnl.gov,130.199.148.20,Active
idm01.sdcc.bnl.cn,170.33.12.185,Active
idm01.sdcc.bnl.net,64.237.52.187,Active
idm01.sdcc.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
idm01.sdcc.bnl.in,86.111.242.221,Active
idm01.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
idm01.sdcc.bnl.us,103.224.182.238,Active
idm01.sdcc.bnl.ru,45.130.41.107,Active
idm02.sdcc.bnl.de,103.224.182.245,Active
idm02.sdcc.bnl.gov,130.199.148.150,Active
idm02.sdcc.bnl.cn,170.33.12.185,Active
idm02.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
idm02.sdcc.bnl.net,64.237.52.187,Active
idm02.sdcc.bnl.us,103.224.182.238,Active
idm02.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idm02.sdcc.bnl.in,86.111.242.221,Active
idm02.sdcc.bnl.ru,45.130.41.107,Active
idm03.sdcc.bnl.de,103.224.182.245,Active
idm03.sdcc.bnl.cn,170.33.12.185,Active
idm03.sdcc.bnl.gov,130.199.148.151,Active
idm03.sdcc.bnl.net,64.237.52.187,Active
idm03.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
idm03.sdcc.bnl.in,86.111.242.221,Active
idm03.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idm03.sdcc.bnl.us,103.224.182.238,Active
idm03.sdcc.bnl.ru,45.130.41.107,Active
idm04.sdcc.bnl.de,103.224.182.245,Active
idm04.sdcc.bnl.gov,130.199.148.154,Active
idm04.sdcc.bnl.cn,170.33.12.185,Active
idm04.sdcc.bnl.net,64.237.52.187,Active
idm04.sdcc.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
idm04.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idm04.sdcc.bnl.in,86.111.242.221,Active
idm04.sdcc.bnl.us,103.224.182.238,Active
idm04.sdcc.bnl.ru,45.130.41.107,Active
idm05.sdcc.bnl.gov,130.199.148.167,Active
idm05.sdcc.bnl.de,103.224.182.245,Active
idm05.sdcc.bnl.cn,170.33.12.185,Active
idm05.sdcc.bnl.net,64.237.52.187,Active
idm05.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
idm05.sdcc.bnl.in,86.111.242.221,Active
idm05.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idm05.sdcc.bnl.us,103.224.182.238,Active
idm05.sdcc.bnl.ru,45.130.41.107,Active
idm06.sdcc.bnl.de,103.224.182.245,Active
idm06.sdcc.bnl.cn,170.33.12.185,Active
idm06.sdcc.bnl.net,64.237.52.187,Active
idm06.sdcc.bnl.in,86.111.242.221,Active
idm06.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
idm06.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idm06.sdcc.bnl.us,103.224.182.238,Active
idm06.sdcc.bnl.ru,45.130.41.107,Active
idm06.sdcc.bnl.gov,130.199.148.168,Active
idm07.sdcc.bnl.de,103.224.182.245,Active
idm07.sdcc.bnl.gov,130.199.148.169,Active
idm07.sdcc.bnl.cn,170.33.12.185,Active
idm07.sdcc.bnl.icu,"47.91.170.222, 8.218.208.240, 47.76.127.217",Active
idm07.sdcc.bnl.net,64.237.52.187,Active
idm07.sdcc.bnl.in,86.111.242.221,Active
idm07.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
idm07.sdcc.bnl.us,103.224.182.238,Active
idm07.sdcc.bnl.ru,45.130.41.107,Active
idm08.sdcc.bnl.de,103.224.182.245,Active
idm08.sdcc.bnl.gov,130.199.148.170,Active
idm08.sdcc.bnl.cn,170.33.12.185,Active
idm08.sdcc.bnl.net,64.237.52.187,Active
idm08.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
idm08.sdcc.bnl.in,86.111.242.221,Active
idm08.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idm08.sdcc.bnl.us,103.224.182.238,Active
idm08.sdcc.bnl.ru,45.130.41.107,Active
idm09.sdcc.bnl.gov,130.199.148.171,Active
idm09.sdcc.bnl.cn,170.33.12.185,Active
idm09.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
idm09.sdcc.bnl.net,64.237.52.187,Active
idm09.sdcc.bnl.in,86.111.242.221,Active
idm09.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
idm09.sdcc.bnl.us,103.224.182.238,Active
idm09.sdcc.bnl.ru,45.130.41.107,Active
idm09.sdcc.bnl.de,103.224.182.245,Active
idm10.sdcc.bnl.de,103.224.182.245,Active
idm10.sdcc.bnl.net,64.237.52.187,Active
idm10.sdcc.bnl.gov,130.199.148.172,Active
idm10.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
idm10.sdcc.bnl.cn,170.33.12.185,Active
idm10.sdcc.bnl.us,103.224.182.238,Active
idm10.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
idm10.sdcc.bnl.ru,45.130.41.107,Active
idm10.sdcc.bnl.in,86.111.242.221,Active
idm11.sdcc.bnl.gov,130.199.148.173,Active
idm11.sdcc.bnl.de,103.224.182.245,Active
idm11.sdcc.bnl.net,64.237.52.187,Active
idm11.sdcc.bnl.cn,170.33.12.185,Active
idm11.sdcc.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
idm11.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
idm11.sdcc.bnl.us,103.224.182.238,Active
idm11.sdcc.bnl.in,86.111.242.221,Active
idm11.sdcc.bnl.ru,45.130.41.107,Active
idm12.sdcc.bnl.de,103.224.182.245,Active
idm12.sdcc.bnl.cn,170.33.12.185,Active
idm12.sdcc.bnl.gov,130.199.148.174,Active
idm12.sdcc.bnl.icu,"8.218.208.240, 47.91.170.222, 47.76.127.217",Active
idm12.sdcc.bnl.net,64.237.52.187,Active
idm12.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
idm12.sdcc.bnl.in,86.111.242.221,Active
idm12.sdcc.bnl.ru,45.130.41.107,Active
idm12.sdcc.bnl.us,103.224.182.238,Active
idp.bnl.net,64.237.52.187,Active
idp.bnl.gov,"23.22.144.44, 34.236.206.116, 54.86.210.79, 54.160.71.8, 98.83.235.92, 13.219.6.124",Active
idp.bnl.in,86.111.242.221,Active
idp.bnl.us,103.224.182.238,Active
idp.bnl.uk,"76.223.54.146, 13.248.169.48",Active
idp.bnl.cn,170.33.12.185,Active
idp.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
idp.bnl.ru,45.130.41.107,Active
idp01.sdcc.bnl.gov,198.125.209.12,Active
idp.bnl.de,103.224.182.245,Active
imprio55.em.bnl.gov,130.199.119.39,Active
imprio55.em.bnl.de,103.224.182.245,Active
imprio55.em.bnl.cn,170.33.12.185,Active
imprio55.em.bnl.net,64.237.52.187,Active
imprio55.em.bnl.uk,"13.248.169.48, 76.223.54.146",Active
imprio55.em.bnl.in,86.111.242.221,Active
imprio55.em.bnl.us,103.224.182.238,Active
imprio55.em.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
imprio55.em.bnl.ru,45.130.41.107,Active
indico.bnl.gov,"98.83.235.92, 34.236.206.116, 54.86.210.79, 13.219.6.124, 23.22.144.44, 54.160.71.8",Active
indico.bnl.de,103.224.182.245,Active
indico.bnl.cn,170.33.12.185,Active
indico.bnl.net,64.237.52.187,Active
indico.bnl.in,86.111.242.221,Active
indico.bnl.uk,"76.223.54.146, 13.248.169.48",Active
indico.bnl.icu,"8.218.208.240, 47.76.127.217, 47.91.170.222",Active
indico.bnl.us,103.224.182.238,Active
indico.bnl.ru,45.130.41.107,Active
infrared.phy.bnl.de,103.224.182.245,Active
infrared.phy.bnl.net,64.237.52.187,Active
infrared.phy.bnl.gov,130.199.3.23,Active
infrared.phy.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
infrared.phy.bnl.cn,170.33.12.185,Active
infrared.phy.bnl.uk,"13.248.169.48, 76.223.54.146",Active
infrared.phy.bnl.us,103.224.182.238,Active
infrared.phy.bnl.ru,45.130.41.107,Active
infrared.phy.bnl.in,86.111.242.221,Active
internalcomms-read.bnl.de,103.224.182.245,Active
internalcomms-read.bnl.net,64.237.52.187,Active
internalcomms-read.bnl.gov,40.70.147.10,Active
internalcomms-read.bnl.cn,170.33.12.185,Active
internalcomms-read.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
internalcomms-read.bnl.uk,"76.223.54.146, 13.248.169.48",Active
internalcomms-read.bnl.in,86.111.242.221,Active
internalcomms-read.bnl.us,103.224.182.238,Active
internalcomms-read.bnl.ru,45.130.41.107,Active
internalcomms.bnl.gov,40.70.147.10,Active
internalcomms.bnl.net,64.237.52.187,Active
internalcomms.bnl.de,103.224.182.245,Active
internalcomms.bnl.us,103.224.182.238,Active
internalcomms.bnl.uk,"76.223.54.146, 13.248.169.48",Active
internalcomms.bnl.cn,170.33.12.185,Active
internalcomms.bnl.in,86.111.242.221,Active
internalcomms.bnl.ru,45.130.41.107,Active
internalcomms.bnl.icu,"47.76.127.217, 47.91.170.222, 8.218.208.240",Active
inv01.sdcc.bnl.gov,130.199.6.7,Active
inv01.sdcc.bnl.net,64.237.52.187,Active
inv01.sdcc.bnl.uk,"76.223.54.146, 13.248.169.48",Active
inv01.sdcc.bnl.icu,"47.76.127.217, 8.218.208.240, 47.91.170.222",Active
inv01.sdcc.bnl.in,86.111.242.221,Active
inv01.sdcc.bnl.us,103.224.182.238,Active
inv01.sdcc.bnl.cn,170.33.12.185,Active
inv01.sdcc.bnl.ru,45.130.41.107,Active
inv01.sdcc.bnl.de,103.224.182.245,Active
inv02.sdcc.bnl.de,103.224.182.245,Active
inv02.sdcc.bnl.gov,130.199.6.32,Active
inv02.sdcc.bnl.cn,170.33.12.185,Active
inv02.sdcc.bnl.net,64.237.52.187,Active
inv02.sdcc.bnl.icu,"47.91.170.222, 47.76.127.217, 8.218.208.240",Active
inv02.sdcc.bnl.in,86.111.242.221,Active
inv02.sdcc.bnl.uk,"13.248.169.48, 76.223.54.146",Active
inv02.sdcc.bnl.us,103.224.182.238,Active
inv02.sdcc.bnl.ru,45.130.41.107,Active
invtest08.sdcc.bnl.gov,198.125.210.5,Active
invtest08.sdcc.bnl.de,103.224.182.245,Active
invtest08.sdcc.bnl.net,64.237.52.187,Active
invtest08.sdcc.bnl.cn,170.33.12.185,Active
