domain,spf_status,spf_record,dmarc_status,dmarc_record,dkim_status,dkim_selectors,dkim_records
ssh-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh.pbn.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh-rh8.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.bluegene.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh.pbn.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh.pbn.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh.pbn.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.bluegene.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh.pbn.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.bluegene.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.bluegene.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.pbn.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.pbn.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh.pbn.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh.pbn.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.qcdoc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh02.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh00.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
sssh.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh1-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh04.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh03.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh2-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
star.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
star.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
star.bnl.gov,valid,v=spf1 include:bnl.gov ?all,missing or invalid,,no valid records,,
ssp-firebug.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh4-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
star.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssp-firebug.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh3-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
star.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin2.starp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
star.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw-admin2.starp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssp-firebug.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw-admin2.starp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw.starp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
stargw-admin2.starp.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin2.starp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
staffgw00.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
staffgw01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
stargw1.starp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
stargw.starp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw.starp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
star.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
stargw.starp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw.starp.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
stargw1.starp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw-admin2.starp.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
stargw1.starp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
stargw2.starp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
star.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin.starp.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
stargw1.starp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw2.starp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
stargw-admin1.starp.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
stargw2.starp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
stargw.starp.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
stargw2.starp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
