domain,spf_status,spf_record,dmarc_status,dmarc_record,dkim_status,dkim_selectors,dkim_records
ftp.face.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.genome.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.inst.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.genome.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
frontier-cache4.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
frontier-cache4.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.inst.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
frontier-cache4.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp-test.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.genome.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.inst.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.ispo.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp-test.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.inst.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.ispo.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.face.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp-test.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.inst.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.ispo.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.genome.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp-test.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.ispo.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.face.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.bnl.info,missing or invalid,,missing or invalid,,no valid records,,
ftp.ispo.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.face.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.inst.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.genome.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.genome.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.ispo.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.inst.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.face.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.pga.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.inst.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.genome.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.ispo.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.pga.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.ispo.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.inst.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.pga.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.pga.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.pga.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.radar.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.radar.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.radar.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.pga.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.radar.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.radar.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.ispo.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp2.ecd.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp2.ecd.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.stem.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.stem.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp2.ecd.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp2.ecd.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp.radar.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls-user.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.pga.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp2.ecd.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.pga.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.nsls2ftp.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gateway.phy.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gateway.phy.bnl.gov,valid,v=spf1 include:bnl.gov ?all,missing or invalid,,no valid records,,
ftp.radar.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gateway.phy.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gateway.phy.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp.pga.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
funpolice2-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gateway.phy.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ftp.radar.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp2.ecd.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gazelle.pbn.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ftp2.ecd.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.stem.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp.px.nsls.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ftp.radar.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster06.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ftp2.ecd.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
git.nndc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
gateway.phy.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
funpolice1-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
git.nndc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
git.nndc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gateway.phy.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
git.nndc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
git.nndc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gateway.phy.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gazelle.pbn.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gcemaster02.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ftp2.ecd.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
git.nndc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gateway.phy.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus10-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
gcemaster04.rcf.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
git.nndc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
git.nndc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus3-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
git.nndc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus12-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus1-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus8-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus7-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus2-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
globus9-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus4-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globustest01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus11-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gpstime1.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
globus5-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
gridgk01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
gridgk04.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
globus6-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
gridgk03.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
